序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
496,HK0557,天元医疗,中国天元医疗集团有限公司,开曼群岛,7909.50,-1939.90,88,1989-12-29,--,,酒店,投资控股及提供顾问服务。
497,HK0558,力劲科技,力劲科技集团有限公司,开曼群岛,--,--,4000,2006-10-16,--,,电子元器件,设计、制造及销售热室及冷室压铸机、注塑机、电脑数控加工中心及相关配件。
498,HK0559,德泰新能源集团,德泰新能源集团有限公司,百慕达,5989.60,-15748.40,67,1997-01-03,--,,信贷,制造及买卖电动自行车；买卖及分销酒类产品；提供借贷服务及上市证券投资。
499,HK0560,珠江船务,珠江船务企业(股份)有限公司,香港,122538.80,16122.70,2095,1997-05-23,--,,港口运输,货物运输、货物处理及仓储、客运、燃料供应、企业及其他业务。
500,HK0563,上实城市开发,上海实业城市开发集团有限公司,百慕达,383877.30,62833.50,1592,1993-09-10,--,,房地产,于中国进行物业发展、物业投资及酒店经营。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
501,HK0564,郑煤机,郑州煤矿机械集团股份有限公司,中国郑州市,1270582.50,52188.20,3237,2012-12-05,--,,重型机械,生产销售以液压支架、刮板机为主的煤矿综采设备、生产销售汽车零部件
502,HK0565,锦艺集团控股,锦艺集团控股有限公司,开曼群岛,19921.90,11219.50,169,2003-09-10,--,,地产投资,生产及销售面料（以中国之中高档市场为目标）及物业营运。
503,HK0566,汉能薄膜发电,汉能薄膜发电集团有限公司,百慕达,2041452.60,732902.90,3063,1996-01-29,--,,新能源,"制造矽基及铜铟镓硒薄膜太阳能光伏组件之生产设备及整套生产线,以及销售太阳能电站及屋顶电站。"
504,HK0567,大昌微线集团,大昌微线集团有限公司,百慕达,--,--,458,1990-01-31,--,,电子元器件,投资控股、制造及销售线路板。
505,HK0568,山东墨龙,山东墨龙石油机械股份有限公司,中国山东省,200008.16,2068.50,1925,2004-04-15,--,,气油设备与服务,设计、制造及销售抽油机、抽油杆、抽油泵、油管、套管及相关石油钻采机械配件。
506,HK0569,中国自动化,中国自动化集团有限公司,开曼群岛,80950.60,-8218.60,1659,2007-07-12,--,,信息化服务,从事石油化工及铁路行业的紧急及安全控制系统供应业务，并相关之工程及维修保养服务。
507,HK0570,中国中药,中国中药控股有限公司,香港,546142.40,83445.30,9963,1993-04-07,--,,中药,于中国研发、生产及销售中药及医药产品。
508,HK0571,丰德丽控股,丰德丽控股有限公司,百慕达,--,--,2010,--,--,,影视,物业发展及投资；发展、经营及投资于休闲娱乐及相关设施、媒体、音乐制作及发行；投资、制作及发行电影及影像光碟产品；戏院营运；化妆品销售；及投资控股。
509,HK0572,未来世界金融,未来世界金融控股有限公司,开曼群岛,1882.50,-3184.70,21,2003-07-02,--,,电商及互联网,电子商务业务、证券买卖及投资、提供融资服务、贸易业务及相关服务以及在香港持有投资物业。
510,HK0573,稻香控股,稻香控股有限公司,开曼群岛,207984.00,4169.50,8574,2007-06-29,--,,餐饮,食肆及饼店营运，提供餐饮服务，以及生产、销售、分销与食肆营运相关的食品及其他项目及禽畜养殖营运。
511,HK0574,百信国际,百信国际控股有限公司,开曼群岛,41829.50,797.10,274,2015-06-19,--,,医药商业,医药分销，自营零售药房及制药。
512,HK0575,励晶太平洋,励晶太平洋集团有限公司,开曼群岛,--,--,19,1997-05-19,--,,其他,勘探及开采天然资源及企业投资。
513,HK0576,浙江沪杭甬,浙江沪杭甬高速公路股份有限公司,中国浙江省,463229.60,207822.80,6818,1997-05-15,--,,公路运输,经营及管理高等级公路，提供证券经纪服务和证券自营买卖。
514,HK0577,十三集团,十三集团有限公司,百慕达,--,--,1707,1996-04-25,--,,房屋建筑,承建管理、物业发展管理、物业投资及酒店发展。
515,HK0578,融信资源,融信资源控股有限公司,百慕达,49575.20,-4698.30,1667,1997-05-15,--,,煤炭,在中国生产及销售煤炭以及购入煤炭之贸易。
516,HK0579,京能清洁能源,北京京能清洁能源电力股份有限公司,中国北京市,803639.10,131734.20,2697,2011-12-22,--,,电力,燃气发电及供热，风力发电、光伏发电、水电及其他业务。
517,HK0580,赛晶电力电子,赛晶电力电子集团有限公司,开曼群岛,58793.20,8556.00,667,2010-10-13,--,,电子元器件,买卖电子电力部件及制造电子电力部件。
518,HK0581,中国东方集团,中国东方集团控股有限公司,百慕达,2146868.80,301795.00,10600,2004-03-02,--,,钢铁,生产及销售钢铁产品、钢铁产品及铁矿石贸易以及房地产业务。
519,HK0582,蓝鼎国际,蓝鼎国际发展有限公司,百慕达,175248.80,28057.10,1100,2002-04-30,--,,博彩,发展及经营综合休闲及娱乐度假村;俱乐部及娱乐设施;物业发展;及设计及产销发光二极体及半导体照明相关产品。
520,HK0583,长城环亚控股,长城环亚控股有限公司,百慕达,6407.00,28949.20,5,1990-06-29,--,,地产投资,出版、印刷及分销南华早报、星期日南华早报、各类杂志及其他相关之印刷及电子刊物；物业投资。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
521,HK0585,意马国际,意马国际控股有限公司,百慕达,250.00,-4998.30,28,1997-03-10,--,,证券,从事电脑造像、文化及娱乐事务、投资业务及综合金融服务业务。
522,HK0586,海螺创业,中国海螺创业控股有限公司,开曼群岛,101988.80,257277.90,1526,2013-12-19,--,,环保工程,提供节能环保解决方案、港口物流服务、新型建材的生产销售与投资。
523,HK0587,华瀚健康,华瀚健康产业控股有限公司,开曼群岛,--,--,1513,2002-12-10,--,,药品,制造及销售医疗药品、女性药用护理品及生物药品；买卖医药产品、研发医药产品；以及提供医院管理服务及医院供应链业务。
524,HK0588,北京北辰实业股份,北京北辰实业股份有限公司,中国北京市,546629.90,97354.20,5309,1997-05-14,--,,房地产,从事房地产开发、物业出租、酒店、百货业及物业管理等业务
525,HK0589,宝国国际,宝国国际控股有限公司,百慕达,--,--,4500,2003-10-31,--,,服装配套,批发和零售男女服装和鞋类、手袋、眼镜、围巾及香水等配饰。
526,HK0590,六福集团,六福集团(国际)有限公司,百慕达,--,--,7300,1997-05-06,--,,珠宝首饰,各类黄铂金首饰及珠宝首饰产品之采购、设计、批发、商标授权及零售业务。
527,HK0591,中国高精密,中国高精密自动化集团有限公司,开曼群岛,10684.00,-5925.60,641,2009-11-13,--,,电子元器件,制造及销售高精密工业自动化仪表及技术产品以及钟表仪表。
528,HK0592,Bossini Int'l,堡狮龙国际有限公司,百慕达,195804.30,-2897.20,2200,1993-11-02,--,,服装配套,零售及分销成衣，以及提供与成衣相关之服务。
529,HK0593,梦东方,梦东方集团有限公司,百慕达,9031.20,19168.80,259,1993-07-27,--,,房地产,提供护老服务、分销医疗设备、投资金融工具及物业发展。
530,HK0595,AV Concept Hold,先思行集团有限公司,开曼群岛,--,--,177,1996-04-24,--,,半导体,电子元件之市场推广及分销、电子产品之设计、开发及销售以及创业投资。
531,HK0596,浪潮国际,浪潮国际有限公司,开曼群岛,77197.80,11872.70,3162,2004-04-29,--,,软件开发,开发软件及提供软件外包服务。
532,HK0598,中国外运,中国外运股份有限公司,中国北京市,3617569.20,160235.30,25954,2003-02-13,--,,港口运输,货运代理、专业物流、仓储和码头服务和其他以汽车运输、船舶承运和快递服务。
533,HK0599,怡邦行控股,怡邦行控股有限公司,开曼群岛,--,--,169,2000-04-12,--,,家具家居,香港从事进口、批发及安装建筑五金、卫浴、厨房设备及家，以及在中国为物业发展商提供建筑服务。
534,HK0600,中国基建投资,中国基建投资有限公司,开曼群岛,1383.20,-324.30,11,1993-10-05,--,,气油设备与服务,投资控股公司，其投资组合包括物业投资；及天然气业务。
535,HK0601,权智,权智(国际)有限公司,百慕达,79563.80,10381.60,1133,1993-01-28,--,,消费电子,设计、制造及销售原件设计生产产品，电子辞典产品、个人通讯产品、提供电子制造服务及制造及销售金属镁相关产品。
536,HK0602,佳华百货控股,佳华百货控股有限公司,开曼群岛,36870.80,1801.50,1360,2007-05-21,--,,百货商城,于中国经营及管理零售店，批发易耗品及提供保理业务。
537,HK0603,中油燃气,中油燃气集团有限公司,百慕达,496892.70,50433.00,3512,1993-05-28,--,,燃气,投资于天然气及能源相关业务。
538,HK0604,深圳控股,深圳控股有限公司,香港,1130421.20,31707.00,18293,1997-03-07,--,,房地产,开发物业、物业管理及物业投资。
539,HK0605,中国金融投资管理,中国金融投资管理有限公司,香港,44677.50,18942.30,211,1993-04-07,--,,信贷,提供综合短期融资服务，包括短期融资、贷款担保服务以及相关管理及咨询服务。
540,HK0606,中国粮油控股,中国粮油控股有限公司,香港,4832017.10,100028.80,27393,2007-03-21,--,,食用油,油籽加工；生化和生物燃料产品的生产及销售；大米加工和贸易；小麦加工；及啤酒原料的生产及销售。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
541,HK0607,丰盛控股,丰盛控股有限公司,开曼群岛,388388.80,54796.30,8079,2002-12-18,--,,环保工程,物业发展及投资、旅游、投资、提供健康产品及服务、以及新能源业务。
542,HK0608,达利国际,达利国际集团有限公司,百慕达,155059.80,2162.80,6500,1992-08-04,--,,服装,成衣制造、贸易及零售。
543,HK0609,天德化工,天德化工控股有限公司,开曼群岛,56201.10,-4117.60,1433,2006-10-27,--,,化工用品,为研发、生产及销售精细化工产品。
544,HK0610,Wai Kee Hold,惠记集团有限公司,百慕达,338054.40,45850.40,2223,1992-08-28,--,,建筑工程,建筑土木工程及楼宇项目；生产及销售混凝土；生产及销售石矿产品；以及策略投资。
545,HK0611,中国核能科技,中国核能科技集团有限公司,百慕达,102649.60,2821.70,175,1993-02-12,--,,新能源,融资业务；太阳能发电业务；光伏电站的设计及咨询服务，工程、采购及建设业务；及企业管理、投资及库务服务。
546,HK0612,中国投资基金公司,中国投资基金国际控股有限公司,--,3633.80,605.33,30,--,--,,--,从事上市及非上市证券投资。
547,HK0613,Yugang Int'l,渝港国际有限公司,百慕达,4010.50,6095.90,29,1993-11-12,--,,地产投资,财务管理；物业投资；及经销废金属及其他物料。
548,HK0616,高山企业,高山企业有限公司,百慕达,--,--,42,1991-09-16,--,,房地产,物业投资、贷款融资、成衣买卖、买卖证券。
549,HK0617,百利保控股,百利保控股有限公司,百慕达,333780.00,30690.00,2220,1993-12-17,--,,酒店,物业发展及投资、建筑及与楼宇相关之业务、酒店拥有、酒店经营及管理、资产管理及其他投资，包括金融资产投资以及飞机拥有及租赁业务。
550,HK0618,北大资源,北大资源(控股)有限公司,百慕达,689306.40,35371.60,1473,1991-10-07,--,,房地产,分销信息产品；物业发展及物业投资。
551,HK0619,南华金融,南华金融控股有限公司,香港,6698.80,-11155.40,263,1993-07-16,--,,证券,证券、期货合约、金银及外汇经纪及买卖;展融资及信贷借款;企业咨询及包销服务;资产及财富管理;物业投资;投资控股。
552,HK0620,大唐西市,大唐西市丝路投资控股有限公司,百慕达,10564.20,-3360.70,158,1991-09-30,--,,珠宝首饰,销售珠宝、销售古董、销售船只、提供海事工程服务、提供建造及钢结构工程、提供拍卖服务及提供金融科技服务。
553,HK0621,坛金矿业,坛金矿业有限公司,百慕达,--,--,46,1995-12-18,--,,贵金属,于南非共和国经营金矿及矿产销售。
554,HK0622,威华达控股,威华达控股有限公司,百慕达,1530.00,-22525.60,43,1991-09-16,--,,证券,投资控股、提供证券经纪服务、配股及包销、企业融资顾问、证券买卖及投资、展融资、放债、投资顾问及资产管理。
555,HK0623,中视金桥,中视金桥国际传媒控股有限公司,香港,81906.60,4119.70,460,2008-07-08,--,,传媒广告,为广告主及广告代理商提供电视广告、创意内容制作及数字营销服务。
556,HK0626,大众金融控股,大众金融控股有限公司,百慕达,--,--,1372,1991-10-03,--,,银行,提供零售与商业银行及贷款服务、证券经纪服务、投资物业租赁、向的士及公共小型巴士的买家提供融资、买卖的士车辆与的士牌照以及出租的士。
557,HK0627,福晟国际,福晟国际控股集团有限公司,百慕达,--,--,60,2000-11-13,--,,建筑材料,时装批发及零售、建材贸易及物业投资。
